JobTitle	Skill	MalePercentage
tax examiners and collectors and revenue agents	Examine financial records or processes.	30,8
tax examiners and collectors and revenue agents	Develop financial analysis methods.	30,8
tax examiners and collectors and revenue agents	Testify at legal or legislative proceedings.	30,8
tax examiners and collectors and revenue agents	Assess financial status of clients.	30,8
tax examiners and collectors and revenue agents	Maintain data in information systems or databases.	30,8
tax examiners and collectors and revenue agents	Examine financial records.	30,8
tax examiners and collectors and revenue agents	Advise others on legal or regulatory compliance matters.	30,8
tax examiners and collectors and revenue agents	Correspond with customers to answer questions or resolve complaints.	30,8
tax examiners and collectors and revenue agents	Inform individuals or organizations of status or findings.	30,8
tax examiners and collectors and revenue agents	Oversee business processes.	30,8
tax examiners and collectors and revenue agents	Document information related to legal proceedings.	30,8
tax preparers	Explain regulations, policies, or procedures.	37,7
tax preparers	Examine financial records.	37,7
tax preparers	Verify accuracy of records.	37,7
tax preparers	Develop financial plans for clients.	37,7
tax preparers	Advise others on financial matters.	37,7
tax preparers	Correspond with customers to answer questions or resolve complaints.	37,7
tax preparers	Schedule appointments.	37,7
tax preparers	Interview clients to gather financial information.	37,7
tax preparers	Update professional knowledge.	37,7
tax preparers	Calculate tax information.	37,7
computer systems analysts	Train others in computer interface or software use.	59,9
computer systems analysts	Collect data about customer needs.	59,9
computer systems analysts	Troubleshoot issues with computer applications or systems.	59,9
computer systems analysts	Analyze project data to determine specifications or requirements.	59,9
computer systems analysts	Supervise information technology personnel.	59,9
computer systems analysts	Estimate time or monetary resources needed to complete projects.	59,9
computer systems analysts	Provide recommendations to others about computer hardware.	59,9
computer systems analysts	Develop testing routines or procedures.	59,9
computer systems analysts	Manage information technology projects or system activities.	59,9
computer systems analysts	Document design or development procedures.	59,9
computer systems analysts	Apply information technology to solve business or other applied problems.	59,9
computer systems analysts	Read documents to gather technical information.	59,9
computer systems analysts	Collaborate with others to determine design specifications or details.	59,9
computer systems analysts	Provide technical support for software maintenance or use.	59,9
computer systems analysts	Identify information technology project resource requirements.	59,9
computer systems analysts	Coordinate software or hardware installation.	59,9
computer systems analysts	Modify software programs to improve performance.	59,9
computer systems analysts	Write computer programming code.	59,9
computer systems analysts	Monitor computer system performance to ensure proper operation.	59,9
computer systems analysts	Analyze data to identify or resolve operational problems.	59,9
computer systems analysts	Evaluate utility of software or hardware technologies.	59,9
computer systems analysts	Test software performance.	59,9
computer systems analysts	Design integrated computer systems.	59,9
computer systems analysts	Develop diagrams or flow charts of system operation.	59,9
computer systems analysts	Configure computer networks.	59,9
information security analysts	Train others in computer interface or software use.	82,9
information security analysts	Collaborate with others to resolve information technology issues.	82,9
information security analysts	Test computer system operations to ensure proper functioning.	82,9
information security analysts	Update knowledge about emerging industry or technology trends.	82,9
information security analysts	Troubleshoot issues with computer applications or systems.	82,9
information security analysts	Develop computer or information security policies or procedures.	82,9
information security analysts	Monitor the security of digital information.	82,9
information security analysts	Coordinate project activities with other personnel or departments.	82,9
information security analysts	Document operational procedures.	82,9
information security analysts	Implement security measures for computer or information systems.	82,9
computer programmers	Collaborate with others to resolve information technology issues.	79,7
computer programmers	Train others in computer interface or software use.	79,7
computer programmers	Develop diagrams or flow charts of system operation.	79,7
computer programmers	Design websites or web applications.	79,7
computer programmers	Test computer system operations to ensure proper functioning.	79,7
computer programmers	Document design or development procedures.	79,7
computer programmers	Prepare instruction manuals.	79,7
computer programmers	Teach others to use computer equipment or hardware.	79,7
computer programmers	Supervise information technology personnel.	79,7
computer programmers	Test software performance.	79,7
computer programmers	Develop models of information or communications systems.	79,7
computer programmers	Coordinate project activities with other personnel or departments.	79,7
computer programmers	Assign duties or work schedules to employees.	79,7
computer programmers	Develop computer or online applications.	79,7
computer programmers	Resolve computer software problems.	79,7
computer programmers	Manage information technology projects or system activities.	79,7
computer programmers	Modify software programs to improve performance.	79,7
computer programmers	Write computer programming code.	79,7
web developers	Provide customer service to clients or users.	58,6
web developers	Analyze project data to determine specifications or requirements.	58,6
web developers	Develop models of information or communications systems.	58,6
web developers	Provide recommendations to others about computer hardware.	58,6
web developers	Create databases to store electronic data.	58,6
web developers	Recommend changes to improve computer or information systems.	58,6
web developers	Collaborate with others to resolve information technology issues.	58,6
web developers	Install computer hardware.	58,6
web developers	Provide technical support for computer network issues.	58,6
web developers	Document design or development procedures.	58,6
web developers	Create electronic data backup to prevent loss of information.	58,6
web developers	Develop specifications or procedures for website development or maintenance.	58,6
web developers	Implement security measures for computer or information systems.	58,6
web developers	Write computer programming code.	58,6
web developers	Conduct research to gain information about products or processes.	58,6
web developers	Design websites or web applications.	58,6
web developers	Evaluate utility of software or hardware technologies.	58,6
web developers	Test software performance.	58,6
web developers	Develop computer or information security policies or procedures.	58,6
web developers	Develop diagrams or flow charts of system operation.	58,6
web developers	Collaborate with others to develop or implement marketing strategies.	58,6
web developers	Update knowledge about emerging industry or technology trends.	58,6
web developers	Document network-related activities or tasks.	58,6
web developers	Monitor the security of digital information.	58,6
web developers	Configure computer networks.	58,6
web developers	Update website content.	58,6
database administrators	Train others in computer interface or software use.	69,8
database administrators	Develop models of information or communications systems.	69,8
database administrators	Analyze market or customer related data.	69,8
database administrators	Develop database parameters or specifications.	69,8
database administrators	Provide recommendations to others about computer hardware.	69,8
database administrators	Create databases to store electronic data.	69,8
database administrators	Test computer system operations to ensure proper functioning.	69,8
database administrators	Read documents to gather technical information.	69,8
database administrators	Update computer database information.	69,8
database administrators	Provide technical support for software maintenance or use.	69,8
database administrators	Implement security measures for computer or information systems.	69,8
database administrators	Coordinate software or hardware installation.	69,8
database administrators	Modify software programs to improve performance.	69,8
database administrators	Write computer programming code.	69,8
database administrators	Develop detailed project plans.	69,8
database administrators	Evaluate utility of software or hardware technologies.	69,8
database administrators	Develop computer or information security policies or procedures.	69,8
database administrators	Assess database performance.	69,8
database administrators	Install computer software.	69,8
database administrators	Develop performance metrics or standards related to information technology.	69,8
database administrators	Analyze data to identify trends or relationships among variables.	69,8
network and computer systems administrators	Train others in computer interface or software use.	73,9
network and computer systems administrators	Collect data about customer needs.	73,9
network and computer systems administrators	Maintain computer networks to enhance performance and user access.	73,9
network and computer systems administrators	Troubleshoot issues with computer applications or systems.	73,9
network and computer systems administrators	Monitor the performance of computer networks.	73,9
network and computer systems administrators	Analyze project data to determine specifications or requirements.	73,9
network and computer systems administrators	Coordinate resource procurement activities.	73,9
network and computer systems administrators	Document operational activities.	73,9
network and computer systems administrators	Recommend changes to improve computer or information systems.	73,9
network and computer systems administrators	Install computer hardware.	73,9
network and computer systems administrators	Collaborate with others to resolve information technology issues.	73,9
network and computer systems administrators	Provide technical support for computer network issues.	73,9
network and computer systems administrators	Create electronic data backup to prevent loss of information.	73,9
network and computer systems administrators	Resolve computer software problems.	73,9
network and computer systems administrators	Identify information technology project resource requirements.	73,9
network and computer systems administrators	Implement security measures for computer or information systems.	73,9
network and computer systems administrators	Resolve computer network problems.	73,9
network and computer systems administrators	Maintain the inventory of equipment.	73,9
network and computer systems administrators	Conduct research to gain information about products or processes.	73,9
network and computer systems administrators	Analyze data to identify or resolve operational problems.	73,9
network and computer systems administrators	Develop computer or information security policies or procedures.	73,9
network and computer systems administrators	Test software performance.	73,9
network and computer systems administrators	Design integrated computer systems.	73,9
network and computer systems administrators	Test computer hardware performance.	73,9
network and computer systems administrators	Document network-related activities or tasks.	73,9
network and computer systems administrators	Update knowledge about emerging industry or technology trends.	73,9
computer network architects	Develop specifications for computer network operation.	90,8
computer network architects	Maintain computer networks to enhance performance and user access.	90,8
computer network architects	Monitor the performance of computer networks.	90,8
computer network architects	Estimate time or monetary resources needed to complete projects.	90,8
computer network architects	Supervise information technology personnel.	90,8
computer network architects	Develop models of information or communications systems.	90,8
computer network architects	Develop testing routines or procedures.	90,8
computer network architects	Coordinate project activities with other personnel or departments.	90,8
computer network architects	Evaluate project designs to determine adequacy or feasibility.	90,8
computer network architects	Maintain computer hardware.	90,8
computer network architects	Recommend changes to improve computer or information systems.	90,8
computer network architects	Install computer hardware.	90,8
computer network architects	Manage documentation to ensure organization or accuracy.	90,8
computer network architects	Collaborate with others to resolve information technology issues.	90,8
computer network architects	Provide technical support for computer network issues.	90,8
computer network architects	Collaborate with others to determine design specifications or details.	90,8
computer network architects	Resolve computer network problems.	90,8
computer network architects	Coordinate software or hardware installation.	90,8
computer network architects	Modify software programs to improve performance.	90,8
computer network architects	Conduct research to gain information about products or processes.	90,8
computer network architects	Analyze data to identify or resolve operational problems.	90,8
computer network architects	Teach others to use computer equipment or hardware.	90,8
computer network architects	Manage financial activities of the organization.	90,8
computer network architects	Develop computer or information security policies or procedures.	90,8
computer network architects	Design integrated computer systems.	90,8
computer network architects	Install computer software.	90,8
computer network architects	Communicate project information to others.	90,8
computer network architects	Test computer hardware performance.	90,8
computer network architects	Maintain contingency plans for disaster recovery.	90,8
computer network architects	Document network-related activities or tasks.	90,8
computer network architects	Update knowledge about emerging industry or technology trends.	90,8
computer network architects	Manage budgets for appropriate resource allocation.	90,8
computer network architects	Configure computer networks.	90,8
computer network architects	Develop information communication procedures.	90,8
operations research analysts	Develop detailed project plans.	57,3
operations research analysts	Train others on work processes.	57,3
operations research analysts	Present research results to others.	57,3
operations research analysts	Collaborate with others to resolve information technology issues.	57,3
operations research analysts	Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.	57,3
operations research analysts	Conduct research to gain information about products or processes.	57,3
operations research analysts	Evaluate data quality.	57,3
operations research analysts	Analyze data to identify or resolve operational problems.	57,3
operations research analysts	Troubleshoot issues with computer applications or systems.	57,3
operations research analysts	Analyze project data to determine specifications or requirements.	57,3
operations research analysts	Design computer modeling or simulation programs.	57,3
operations research analysts	Apply information technology to solve business or other applied problems.	57,3
operations research analysts	Develop scientific or mathematical models.	57,3
operations research analysts	Document operational activities.	57,3
operations research analysts	Manage budgets for appropriate resource allocation.	57,3
operations research analysts	Determine appropriate methods for data analysis.	57,3
operations research analysts	Analyze data to identify trends or relationships among variables.	57,3
statisticians	Present research results to others.	47,6
statisticians	Design research studies to obtain scientific information.	47,6
statisticians	Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.	47,6
statisticians	Prepare graphics or other visual representations of information.	47,6
statisticians	Install computer software.	47,6
statisticians	Evaluate data quality.	47,6
statisticians	Update knowledge about emerging industry or technology trends.	47,6
statisticians	Design software applications.	47,6
statisticians	Prepare analytical reports.	47,6
statisticians	Supervise information technology personnel.	47,6
statisticians	Evaluate technical data to determine effect on designs or plans.	47,6
statisticians	Determine appropriate methods for data analysis.	47,6
statisticians	Prepare data for analysis.	47,6
statisticians	Evaluate project designs to determine adequacy or feasibility.	47,6
statisticians	Implement security measures for computer or information systems.	47,6
statisticians	Analyze data to identify trends or relationships among variables.	47,6
statisticians	Write computer programming code.	47,6
aerospace engineers	Prepare procedural documents.	86,2
aerospace engineers	Direct design or development activities.	86,2
aerospace engineers	Direct quality control activities.	86,2
aerospace engineers	Maintain operational records or records systems.	86,2
aerospace engineers	Evaluate plans or specifications to determine technological or environmental implications.	86,2
aerospace engineers	Design systems to reduce harmful emissions.	86,2
aerospace engineers	Determine design criteria or specifications.	86,2
aerospace engineers	Inspect equipment or systems.	86,2
aerospace engineers	Research design or application of green technologies.	86,2
aerospace engineers	Research engineering applications of emerging technologies.	86,2
aerospace engineers	Design electromechanical equipment or systems.	86,2
aerospace engineers	Analyze design or requirements information for mechanical equipment or systems.	86,2
aerospace engineers	Investigate system, equipment, or product failures.	86,2
aerospace engineers	Evaluate designs or specifications to ensure quality.	86,2
aerospace engineers	Test performance of electrical, electronic, mechanical, or integrated systems or equipment.	86,2
aerospace engineers	Create models of engineering designs or methods.	86,2
chemical engineers	Conduct validation tests of equipment or processes.	85,6
chemical engineers	Develop technical methods or processes.	85,6
chemical engineers	Monitor the productivity or efficiency of industrial operations.	85,6
chemical engineers	Estimate operational costs.	85,6
chemical engineers	Determine causes of operational problems or failures.	85,6
chemical engineers	Direct industrial production activities.	85,6
chemical engineers	Determine operational methods.	85,6
chemical engineers	Research industrial processes or operations.	85,6
chemical engineers	Design control systems for mechanical or other equipment.	85,6
chemical engineers	Research engineering aspects of biological or chemical processes.	85,6
chemical engineers	Evaluate characteristics of equipment or systems.	85,6
chemical engineers	Prepare operational reports.	85,6
chemical engineers	Design industrial processing systems.	85,6
civil engineers	Survey land or bodies of water to measure or determine features.	86,1
civil engineers	Develop technical methods or processes.	86,1
civil engineers	Incorporate green features into the design of structures or facilities.	86,1
civil engineers	Estimate operational costs.	86,1
civil engineers	Investigate the environmental impact of projects.	86,1
civil engineers	Implement design or process improvements.	86,1
civil engineers	Explain project details to the general public.	86,1
civil engineers	Design systems to reduce harmful emissions.	86,1
civil engineers	Inspect facilities or sites to determine if they meet specifications or standards.	86,1
civil engineers	Recommend technical design or process changes to improve efficiency, quality, or performance.	86,1
civil engineers	Direct construction activities.	86,1
civil engineers	Coordinate safety or regulatory compliance activities.	86,1
civil engineers	Test characteristics of materials or structures.	86,1
civil engineers	Evaluate technical data to determine effect on designs or plans.	86,1
civil engineers	Prepare proposal documents.	86,1
civil engineers	Analyze operational data to evaluate operations, processes or products.	86,1
civil engineers	Estimate technical or resource requirements for development or production projects.	86,1
civil engineers	Create graphical representations of civil structures.	86,1
computer hardware engineers	Conduct validation tests of equipment or processes.	77,2
computer hardware engineers	Monitor processes for compliance with standards.	77,2
computer hardware engineers	Advise customers on the use of products or services.	77,2
computer hardware engineers	Prepare procedural documents.	77,2
computer hardware engineers	Supervise engineering or other technical personnel.	77,2
computer hardware engineers	Train personnel on proper operational procedures.	77,2
computer hardware engineers	Design electronic or computer equipment or instrumentation.	77,2
computer hardware engineers	Create physical models or prototypes.	77,2
computer hardware engineers	Recommend technical design or process changes to improve efficiency, quality, or performance.	77,2
computer hardware engineers	Select project materials.	77,2
computer hardware engineers	Assemble equipment or components.	77,2
computer hardware engineers	Confer with technical personnel to prepare designs or operational plans.	77,2
computer hardware engineers	Determine operational criteria or specifications.	77,2
computer hardware engineers	Update technical knowledge.	77,2
computer hardware engineers	Test performance of electrical, electronic, mechanical, or integrated systems or equipment.	77,2
computer hardware engineers	Provide technical guidance to other personnel.	77,2
computer hardware engineers	Analyze design requirements for computer or electronics systems.	77,2
mechanical engineers	Select tools, equipment, or technologies for use in operations or projects.	93,4
mechanical engineers	Coordinate safety or regulatory compliance activities.	93,4
mechanical engineers	Analyze design or requirements information for mechanical equipment or systems.	93,4
mechanical engineers	Prepare proposal documents.	93,4
mechanical engineers	Advise customers on the use of products or services.	93,4
mechanical engineers	Estimate operational costs.	93,4
mechanical engineers	Design electronic or computer equipment or instrumentation.	93,4
mechanical engineers	Confer with technical personnel to prepare designs or operational plans.	93,4
mechanical engineers	Evaluate characteristics of equipment or systems.	93,4
mechanical engineers	Create models of engineering designs or methods.	93,4
mechanical engineers	Confer with other personnel to resolve design or operational problems.	93,4
mechanical engineers	Document technical design details.	93,4
mechanical engineers	Supervise production or support personnel.	93,4
mechanical engineers	Implement design or process improvements.	93,4
mechanical engineers	Evaluate plans or specifications to determine technological or environmental implications.	93,4
mechanical engineers	Determine operational methods.	93,4
mechanical engineers	Recommend technical design or process changes to improve efficiency, quality, or performance.	93,4
mechanical engineers	Direct installation activities.	93,4
mechanical engineers	Advise others regarding green practices or environmental concerns.	93,4
mechanical engineers	Research industrial processes or operations.	93,4
mechanical engineers	Direct equipment maintenance or repair activities.	93,4
mechanical engineers	Design industrial equipment.	93,4
mechanical engineers	Direct industrial production activities.	93,4
mechanical engineers	Investigate system, equipment, or product failures.	93,4
mechanical engineers	Identify new applications for existing technologies.	93,4
mechanical engineers	Perform marketing activities.	93,4
mechanical engineers	Test performance of electrical, electronic, mechanical, or integrated systems or equipment.	93,4
mechanical engineers	Install production equipment or systems.	93,4
mechanical engineers	Review technical documents to plan work.	93,4
mechanical engineers	Design industrial processing systems.	93,4
surveying and mapping technicians	Survey land or bodies of water to measure or determine features.	93,2
surveying and mapping technicians	Estimate costs for projects or productions.	93,2
surveying and mapping technicians	Gather physical survey data.	93,2
surveying and mapping technicians	Assist engineers or scientists with research.	93,2
surveying and mapping technicians	Monitor processes for compliance with standards.	93,2
surveying and mapping technicians	Prepare maps.	93,2
surveying and mapping technicians	Create graphical representations of structures or landscapes.	93,2
surveying and mapping technicians	Develop software or computer applications.	93,2
surveying and mapping technicians	Document technical design details.	93,2
surveying and mapping technicians	Operate computer systems.	93,2
surveying and mapping technicians	Explain project details to the general public.	93,2
surveying and mapping technicians	Create maps.	93,2
surveying and mapping technicians	Survey land or properties.	93,2
surveying and mapping technicians	Calculate geographic positions from survey data.	93,2
surveying and mapping technicians	Supervise engineering or other technical personnel.	93,2
surveying and mapping technicians	Enter codes or other information into computers.	93,2
surveying and mapping technicians	Verify mathematical calculations.	93,2
surveying and mapping technicians	Evaluate designs or specifications to ensure quality.	93,2
surveying and mapping technicians	Determine geographic coordinates.	93,2
chemical technicians	Operate laboratory or field equipment.	69,2
chemical technicians	Manage scientific or technical project resources.	69,2
chemical technicians	Clean objects.	69,2
chemical technicians	Train personnel in technical or scientific procedures.	69,2
chemical technicians	Supervise scientific or technical personnel.	69,2
chemical technicians	Prepare compounds or solutions for products or testing.	69,2
chemical technicians	Set up laboratory or field equipment.	69,2
chemical technicians	Prepare scientific or technical reports or presentations.	69,2
chemical technicians	Maintain laboratory or technical equipment.	69,2
chemical technicians	Develop new or advanced products or production methods.	69,2
chemical technicians	Analyze chemical compounds or substances.	69,2
chemical technicians	Evaluate quality of materials or products.	69,2
chemical technicians	Interpret research or operational data.	69,2
probation officers and correctional treatment specialists	Plan programs to address community mental wellness needs.	55,4
probation officers and correctional treatment specialists	Counsel clients or patients with substance abuse issues.	55,4
probation officers and correctional treatment specialists	Explain regulations, policies, or procedures.	55,4
probation officers and correctional treatment specialists	Collect information about clients.	55,4
probation officers and correctional treatment specialists	Recommend legal actions.	55,4
probation officers and correctional treatment specialists	Visit individuals in their homes to provide support or information.	55,4
probation officers and correctional treatment specialists	Develop working relationships with others to facilitate program activities.	55,4
probation officers and correctional treatment specialists	Provide educational materials to community members.	55,4
probation officers and correctional treatment specialists	Interview clients to gather information about their backgrounds, needs, or progress.	55,4
probation officers and correctional treatment specialists	Monitor health or behavior of people or animals.	55,4
probation officers and correctional treatment specialists	Arrange physical or mental health services for clients.	55,4
probation officers and correctional treatment specialists	Refer individuals to educational or work programs.	55,4
probation officers and correctional treatment specialists	Maintain client information or service records.	55,4
probation officers and correctional treatment specialists	Evaluate characteristics of individuals to determine needs or eligibility.	55,4
probation officers and correctional treatment specialists	Help clients get needed services or resources.	55,4
probation officers and correctional treatment specialists	Write reports or evaluations.	55,4
probation officers and correctional treatment specialists	Investigate legal issues.	55,4
probation officers and correctional treatment specialists	Administer drug screening tests.	55,4
social and human service assistants	Develop treatment plans for patients or clients.	21
social and human service assistants	Maintain social services program records.	21
social and human service assistants	Write reports or evaluations.	21
social and human service assistants	Assist clients in handling details of daily life.	21
social and human service assistants	Conduct diagnostic tests to determine patient health.	21
social and human service assistants	Teach life skills or strategies to clients or their families.	21
social and human service assistants	Demonstrate activity techniques or equipment use.	21
social and human service assistants	Help clients get needed services or resources.	21
social and human service assistants	Examine patients to assess general physical condition.	21
social and human service assistants	Advise clients or community groups on health issues.	21
social and human service assistants	Collaborate with other professionals to assess client needs or plan treatments.	21
social and human service assistants	Monitor nutrition related activities of individuals or groups.	21
social and human service assistants	Explain regulations, policies, or procedures.	21
social and human service assistants	Visit individuals in their homes to provide support or information.	21
social and human service assistants	Transport clients to appointments.	21
social and human service assistants	Present social services program information to the public.	21
social and human service assistants	Interview clients to gather information about their backgrounds, needs, or progress.	21
social and human service assistants	Provide basic information to guests, visitors, or clients.	21
social and human service assistants	Refer clients to community or social service programs.	21
clergy	Intervene in crisis situations to assist clients.	79,3
clergy	Train staff members in social services skills.	79,3
clergy	Plan conferences, programs, or special events.	79,3
clergy	Lead classes or community events.	79,3
clergy	Counsel clients or patients regarding personal issues.	79,3
clergy	Visit individuals in their homes to provide support or information.	79,3
clergy	Develop promotional strategies for religious organizations.	79,3
clergy	Manage organizational or program finances.	79,3
clergy	Interpret cultural or religious information for others.	79,3
clergy	Develop educational programs.	79,3
clergy	Refer clients to community or social service programs.	79,3
directors religious activities and education	Assess individual or community needs for educational or social services.	51,4
directors religious activities and education	Collaborate with other professionals to develop education or assistance programs.	51,4
directors religious activities and education	Train staff members in social services skills.	51,4
directors religious activities and education	Plan conferences, programs, or special events.	51,4
directors religious activities and education	Lead classes or community events.	51,4
directors religious activities and education	Counsel clients or patients regarding personal issues.	51,4
directors religious activities and education	Develop promotional strategies for religious organizations.	51,4
directors religious activities and education	Visit individuals in their homes to provide support or information.	51,4
directors religious activities and education	Counsel clients regarding interpersonal issues.	51,4
directors religious activities and education	Provide educational materials to community members.	51,4
directors religious activities and education	Manage organizational or program finances.	51,4
directors religious activities and education	Interpret cultural or religious information for others.	51,4
directors religious activities and education	Develop educational programs.	51,4
directors religious activities and education	Maintain professional social services knowledge.	51,4
directors religious activities and education	Present social services program information to the public.	51,4
directors religious activities and education	Advise clients or community groups on health issues.	51,4
directors religious activities and education	Supervise workers providing client or patient services.	51,4
lawyers	Provide legal advice to clients.	63,6
lawyers	Prepare legal documents.	63,6
lawyers	Represent the interests of clients in legal proceedings.	63,6
lawyers	Research relevant legal materials to aid decision making.	63,6
lawyers	Prepare documentation of legal proceedings.	63,6
lawyers	Arbitrate disputes between parties to resolve legal conflicts.	63,6
lawyers	Supervise activities of other legal personnel.	63,6
lawyers	Draft legislation or regulations.	63,6
lawyers	Interview claimants to get information related to legal proceedings.	63,6
lawyers	Evaluate information related to legal matters in public or personal records.	63,6
lawyers	Meet with individuals involved in legal processes to provide information and clarify issues.	63,6
lawyers	Identify implications for cases from legal precedents or other legal information.	63,6
paralegals and legal assistants	Prepare legal documents.	10,4
paralegals and legal assistants	Represent the interests of clients in legal proceedings.	10,4
paralegals and legal assistants	Confer with court staff to clarify information.	10,4
paralegals and legal assistants	Research relevant legal materials to aid decision making.	10,4
paralegals and legal assistants	Maintain the order of legal documents.	10,4
paralegals and legal assistants	Coordinate legal schedules or activities.	10,4
paralegals and legal assistants	Arbitrate disputes between parties to resolve legal conflicts.	10,4
paralegals and legal assistants	Evaluate information related to legal matters in public or personal records.	10,4
paralegals and legal assistants	Meet with individuals involved in legal processes to provide information and clarify issues.	10,4
producers and directors	Edit written materials.	57,5
producers and directors	Obtain copyrights or other legal permissions.	57,5
producers and directors	Determine presentation subjects or content.	57,5
producers and directors	Discuss production content and progress with others.	57,5
producers and directors	Conduct research to inform art, designs, or other work.	57,5
producers and directors	Coordinate logistics for productions or events.	57,5
producers and directors	Develop promotional strategies or plans.	57,5
producers and directors	Compile technical information or documentation.	57,5
producers and directors	Determine technical requirements of productions or projects.	57,5
producers and directors	Study scripts to determine project requirements.	57,5
producers and directors	Collaborate with others to prepare or perform artistic productions.	57,5
producers and directors	Audition or interview potential performers or staff members.	57,5
producers and directors	Negotiate for services.	57,5
producers and directors	Direct productions or performances.	57,5
producers and directors	Direct fundraising or financing activities.	57,5
producers and directors	Write informational material.	57,5
producers and directors	Write material for artistic or entertainment purposes.	57,5
producers and directors	Collaborate with others to determine technical details of productions.	57,5
producers and directors	Select staff, team members, or performers.	57,5
producers and directors	Edit audio or video recordings.	57,5
producers and directors	Coordinate activities of production personnel.	57,5
producers and directors	Develop proposals for current or prospective customers.	57,5
producers and directors	Manage operations of artistic or entertainment departments or organizations.	57,5
producers and directors	Coordinate artistic activities.	57,5
producers and directors	Select materials or props.	57,5
producers and directors	Manage content of broadcasts or presentations.	57,5
public relations specialists	Coach others.	36,4
public relations specialists	Conduct market research.	36,4
public relations specialists	Edit written materials.	36,4
public relations specialists	Write advertising or promotional material.	36,4
public relations specialists	Develop promotional strategies or plans.	36,4
public relations specialists	Coordinate logistics for productions or events.	36,4
public relations specialists	Collaborate with others in marketing activities.	36,4
public relations specialists	Provide educational information to the public.	36,4
public relations specialists	Write informational material.	36,4
public relations specialists	Inform viewers, listeners, or audiences.	36,4
public relations specialists	Promote products, activities, or organizations.	36,4
editors	Edit written materials.	36,7
editors	Select staff, team members, or performers.	36,7
editors	Design layouts for print publications.	36,7
editors	Coordinate activities of production personnel.	36,7
editors	Coordinate reporting or editing activities.	36,7
editors	Write informational material.	36,7
editors	Manage operations of artistic or entertainment departments or organizations.	36,7
editors	Obtain copyrights or other legal permissions.	36,7
editors	Audition or interview potential performers or staff members.	36,7
editors	Determine presentation subjects or content.	36,7
editors	Negotiate for services.	36,7
editors	Discuss production content and progress with others.	36,7
editors	Manage content of broadcasts or presentations.	36,7
editors	Verify accuracy of data.	36,7
technical writers	Edit written materials.	42,2
technical writers	Maintain records, documents, or other files.	42,2
technical writers	Monitor current trends.	42,2
technical writers	Review details of technical drawings or specifications.	42,2
technical writers	Research new technologies.	42,2
technical writers	Coordinate logistics for productions or events.	42,2
technical writers	Design layouts for print publications.	42,2
technical writers	Write informational material.	42,2
technical writers	Compile technical information or documentation.	42,2
technical writers	Determine presentation subjects or content.	42,2
technical writers	Draw detailed or technical illustrations.	42,2
technical writers	Confer with clients to determine needs.	42,2
writers and authors	Conduct market research.	36,5
writers and authors	Edit written materials.	36,5
writers and authors	Write advertising or promotional material.	36,5
writers and authors	Monitor current trends.	36,5
writers and authors	Develop promotional strategies or plans.	36,5
writers and authors	Collaborate with others in marketing activities.	36,5
writers and authors	Collaborate with others to prepare or perform artistic productions.	36,5
writers and authors	Obtain copyrights or other legal permissions.	36,5
writers and authors	Present work to clients for approval.	36,5
writers and authors	Coordinate artistic activities.	36,5
writers and authors	Write material for artistic or entertainment purposes.	36,5
writers and authors	Discuss production content and progress with others.	36,5
writers and authors	Conduct research to inform art, designs, or other work.	36,5
writers and authors	Confer with clients to determine needs.	36,5
photographers	Maintain recording or broadcasting equipment.	50,7
photographers	Maintain records, documents, or other files.	50,7
photographers	Select materials or props.	50,7
photographers	Arrange artwork, products, or props.	50,7
photographers	Research new technologies.	50,7
photographers	Construct distinctive physical objects for artistic, functional, or commercial purposes.	50,7
photographers	Coordinate activities of production personnel.	50,7
photographers	Write informational material.	50,7
photographers	Determine technical requirements of productions or projects.	50,7
photographers	Review art or design materials.	50,7
photographers	Maintain inventories of materials, equipment, or products.	50,7
photographers	Confer with clients to determine needs.	50,7
photographers	Apply finishes to artwork, crafts, or displays.	50,7
photographers	Obtain copyrights or other legal permissions.	50,7
photographers	Operate still or video cameras or related equipment.	50,7
photographers	Set up still or video cameras or related equipment.	50,7
photographers	Create computer-generated graphics or animation.	50,7
photographers	Convert data among multiple digital or analog formats.	50,7
chiropractors	Gather medical information from patient histories.	72
chiropractors	Apply bandages, dressings, or splints.	72
chiropractors	Diagnose medical conditions.	72
chiropractors	Analyze test data or images to inform diagnosis or treatment.	72
chiropractors	Collect medical information from patients, family members, or other medical professionals.	72
chiropractors	Advise patients on effects of health conditions or treatments.	72
chiropractors	Record patient medical histories.	72
chiropractors	Collaborate with healthcare professionals to plan or provide treatment.	72
chiropractors	Schedule patient procedures or appointments.	72
chiropractors	Provide health and wellness advice to patients, program participants, or caregivers.	72
chiropractors	Refer patients to other healthcare practitioners or health resources.	72
chiropractors	Examine patients to assess general physical condition.	72
chiropractors	Treat patients using physical therapy techniques.	72
chiropractors	Recommend types of assistive devices.	72
dietitians and nutritionists	Train caregivers or other non-medical personnel.	7,9
dietitians and nutritionists	Devise research or testing protocols.	7,9
dietitians and nutritionists	Prepare healthcare training materials.	7,9
dietitians and nutritionists	Analyze patient data to determine patient needs or treatment goals.	7,9
dietitians and nutritionists	Manage healthcare operations.	7,9
dietitians and nutritionists	Interpret cultural or religious information for others.	7,9
dietitians and nutritionists	Conduct research to increase knowledge about medical issues.	7,9
