JobTitle	Skill	MalePercentage
doortodoor sales workers news and street vendors and related workers	unload supplies	40,5
doortodoor sales workers news and street vendors and related workers	assist customers	40,5
doortodoor sales workers news and street vendors and related workers	guarantee customer satisfaction	40,5
doortodoor sales workers news and street vendors and related workers	ensure product preparation	40,5
electrical powerline installers and repairers	repair underground power cables	98,4
electrical powerline installers and repairers	work ergonomically	98,4
electrical powerline installers and repairers	inspect underground power cables	98,4
electrical powerline installers and repairers	wear appropriate protective gear	98,4
electrical powerline installers and repairers	repair overhead power lines	98,4
electrical powerline installers and repairers	install power lines	98,4
electrical powerline installers and repairers	inspect overhead power lines	98,4
electricians	bind wire	97,8
electricians	install electrical and electronic equipment	97,8
electricians	use measurement instruments	97,8
electricians	react to events in time-critical environments	97,8
electricians	maintain electrical equipment	97,8
electricians	follow health and safety procedures in construction	97,8
electricians	use precision tools	97,8
electricians	use safety equipment in construction	97,8
electricians	keep records of work progress	97,8
electricians	work in a construction team	97,8
electricians	splice cable	97,8
electricians	install electric switches	97,8
electricians	install lightning protection system	97,8
electricians	resolve equipment malfunctions	97,8
electricians	install electricity sockets	97,8
electricians	test electrical equipment	97,8
electricians	inspect electrical supplies	97,8
eligibility interviewers government programs	provide necessary documents	19,9
eligibility interviewers government programs	investigate social security applications	19,9
eligibility interviewers government programs	advise on social security benefits	19,9
eligibility interviewers government programs	protect client interests	19,9
eligibility interviewers government programs	respond to enquiries	19,9
eligibility interviewers government programs	ensure information transparency	19,9
eligibility interviewers government programs	administer appointments	19,9
eligibility interviewers government programs	conduct research interview	19,9
eligibility interviewers government programs	check official documents	19,9
eligibility interviewers government programs	apply technical communication skills	19,9
farmers ranchers and other agricultural managers	present the farm facilities	75,5
farmers ranchers and other agricultural managers	market farm products	75,5
farmers ranchers and other agricultural managers	manage farm supplies	75,5
farmers ranchers and other agricultural managers	negotiate loan agreements	75,5
farmers ranchers and other agricultural managers	supervise hygiene procedures in agricultural settings	75,5
farmers ranchers and other agricultural managers	manage farm products	75,5
farmers ranchers and other agricultural managers	manage production enterprise	75,5
farmers ranchers and other agricultural managers	assess new farming technologies	75,5
farmers ranchers and other agricultural managers	operate farm equipment	75,5
file clerks	fill out forms	16,9
file clerks	organise business documents	16,9
file clerks	respect data protection principles	16,9
file clerks	facilitate access to information	16,9
file clerks	ensure information transparency	16,9
file clerks	ensure proper document management	16,9
file clerks	perform records management	16,9
file clerks	keep task records	16,9
file clerks	perform clerical duties	16,9
file clerks	file documents	16,9
file clerks	use office systems	16,9
financial managers	plan health and safety procedures	46,5
financial managers	analyse market financial trends	46,5
financial managers	create a financial plan	46,5
financial managers	analyse financial performance of a company	46,5
financial managers	follow company standards	46,5
financial managers	liaise with managers	46,5
financial managers	advise on financial matters	46,5
financial managers	enforce financial policies	46,5
financial managers	strive for company growth	46,5
firstline supervisors of construction trades and extraction workers	process incoming construction supplies	96,6
firstline supervisors of construction trades and extraction workers	coordinate construction activities	96,6
firstline supervisors of construction trades and extraction workers	communicate with construction crews	96,6
firstline supervisors of construction trades and extraction workers	work in a construction team	96,6
firstline supervisors of construction trades and extraction workers	keep records of work progress	96,6
firstline supervisors of construction trades and extraction workers	check compatibility of materials	96,6
firstline supervisors of construction trades and extraction workers	ensure compliance with construction project deadline	96,6
firstline supervisors of construction trades and extraction workers	manage health and safety standards	96,6
firstline supervisors of construction trades and extraction workers	execute feasibility study	96,6
firstline supervisors of construction trades and extraction workers	follow health and safety procedures in construction	96,6
firstline supervisors of construction trades and extraction workers	supervise staff	96,6
firstline supervisors of construction trades and extraction workers	inspect construction supplies	96,6
firstline supervisors of construction trades and extraction workers	evaluate employees work	96,6
firstline supervisors of construction trades and extraction workers	monitor construction site	96,6
firstline supervisors of construction trades and extraction workers	use safety equipment in construction	96,6
firstline supervisors of construction trades and extraction workers	liaise with managers	96,6
firstline supervisors of construction trades and extraction workers	react to events in time-critical environments	96,6
firstline supervisors of construction trades and extraction workers	plan shifts of employees	96,6
firstline supervisors of farming fishing and forestry workers	monitor work site	90,6
firstline supervisors of farming fishing and forestry workers	conduct environmental surveys	90,6
firstline supervisors of farming fishing and forestry workers	communicate health and safety measures	90,6
firstline supervisors of farming fishing and forestry workers	undertake inspections	90,6
firstline supervisors of farming fishing and forestry workers	ensure compliance with legal requirements	90,6
firstline supervisors of farming fishing and forestry workers	analyse business processes	90,6
firstline supervisors of farming fishing and forestry workers	write work-related reports	90,6
firstline supervisors of farming fishing and forestry workers	enforce sanitation procedures	90,6
firstline supervisors of farming fishing and forestry workers	maintain forest inventory	90,6
firstline supervisors of food preparation and serving workers	manage the customer experience	42,6
firstline supervisors of food preparation and serving workers	ensure maintenance of kitchen equipment	42,6
firstline supervisors of food preparation and serving workers	manage stock rotation	42,6
firstline supervisors of food preparation and serving workers	manage restaurant service	42,6
firstline supervisors of food preparation and serving workers	design indicators for food waste reduction	42,6
firstline supervisors of food preparation and serving workers	comply with food safety and hygiene	42,6
firstline supervisors of food preparation and serving workers	monitor customer service	42,6
firstline supervisors of food preparation and serving workers	train staff to reduce food waste	42,6
firstline supervisors of food preparation and serving workers	maintain customer service	42,6
firstline supervisors of food preparation and serving workers	use resource-efficient technologies in hospitality	42,6
firstline supervisors of food preparation and serving workers	set prices of menu items	42,6
firstline supervisors of food preparation and serving workers	control of expenses	42,6
firstline supervisors of food preparation and serving workers	identify customer's needs	42,6
firstline supervisors of food preparation and serving workers	monitor financial accounts	42,6
firstline supervisors of food preparation and serving workers	ensure portion control	42,6
firstline supervisors of food preparation and serving workers	recruit employees	42,6
firstline supervisors of food preparation and serving workers	prepare tableware	42,6
firstline supervisors of food preparation and serving workers	train employees	42,6
firstline supervisors of food preparation and serving workers	identify suppliers	42,6
firstline supervisors of food preparation and serving workers	monitor work for special events	42,6
firstline supervisors of food preparation and serving workers	order supplies	42,6
firstline supervisors of food preparation and serving workers	maximise sales revenues	42,6
firstline supervisors of food preparation and serving workers	supervise the work of staff on different shifts	42,6
firstline supervisors of food preparation and serving workers	arrange special events	42,6
firstline supervisors of food preparation and serving workers	ensure infrastructure accessibility	42,6
firstline supervisors of food preparation and serving workers	plan menus	42,6
firstline supervisors of food preparation and serving workers	develop food waste reduction strategies	42,6
firstline supervisors of food preparation and serving workers	develop inclusive communication material	42,6
firstline supervisors of food preparation and serving workers	handle customer complaints	42,6
firstline supervisors of food preparation and serving workers	devise special promotions	42,6
firstline supervisors of food preparation and serving workers	manage health and safety standards	42,6
firstline supervisors of food preparation and serving workers	manage staff	42,6
firstline supervisors of food preparation and serving workers	supervise food quality	42,6
firstline supervisors of housekeeping and janitorial workers	handle customer complaints	58,4
firstline supervisors of housekeeping and janitorial workers	manage maintenance operations	58,4
firstline supervisors of housekeeping and janitorial workers	comply with food safety and hygiene	58,4
firstline supervisors of housekeeping and janitorial workers	supervise housekeeping operations	58,4
firstline supervisors of housekeeping and janitorial workers	procure hospitality products	58,4
firstline supervisors of housekeeping and janitorial workers	maintain customer service	58,4
firstline supervisors of housekeeping and janitorial workers	assess cleanliness of areas	58,4
firstline supervisors of housekeeping and janitorial workers	manage staff	58,4
firstline supervisors of housekeeping and janitorial workers	monitor stock level	58,4
firstline supervisors of housekeeping and janitorial workers	manage health and safety standards	58,4
firstline supervisors of housekeeping and janitorial workers	manage budgets	58,4
firstline supervisors of housekeeping and janitorial workers	manage cleaning activities	58,4
firstline supervisors of housekeeping and janitorial workers	present reports	58,4
firstline supervisors of housekeeping and janitorial workers	train employees	58,4
firstline supervisors of housekeeping and janitorial workers	manage inspections of equipment	58,4
firstline supervisors of housekeeping and janitorial workers	manage budgets for social services programs	58,4
firstline supervisors of housekeeping and janitorial workers	coordinate redecoration of hospitality establishment	58,4
firstline supervisors of housekeeping and janitorial workers	ensure cross-department cooperation	58,4
firstline supervisors of housekeeping and janitorial workers	schedule shifts	58,4
firstline supervisors of mechanics installers and repairers	report on production results	91,8
firstline supervisors of mechanics installers and repairers	read standard blueprints	91,8
firstline supervisors of mechanics installers and repairers	create solutions to problems	91,8
firstline supervisors of mechanics installers and repairers	plan shifts of employees	91,8
firstline supervisors of mechanics installers and repairers	consult technical resources	91,8
firstline supervisors of mechanics installers and repairers	communicate problems to senior colleagues	91,8
firstline supervisors of mechanics installers and repairers	oversee assembly operations	91,8
firstline supervisors of mechanics installers and repairers	oversee production requirements	91,8
firstline supervisors of mechanics installers and repairers	liaise with managers	91,8
firstline supervisors of mechanics installers and repairers	ensure finished product meet requirements	91,8
firstline supervisors of mechanics installers and repairers	coordinate communication within a team	91,8
firstline supervisors of mechanics installers and repairers	analyse the need for technical resources	91,8
firstline supervisors of nonretail sales workers	maintain high quality of calls	72,9
firstline supervisors of nonretail sales workers	measure call quality	72,9
firstline supervisors of nonretail sales workers	supervise data entry	72,9
firstline supervisors of nonretail sales workers	forecast workload	72,9
firstline supervisors of nonretail sales workers	train employees	72,9
firstline supervisors of nonretail sales workers	perform data analysis	72,9
firstline supervisors of nonretail sales workers	have computer literacy	72,9
firstline supervisors of nonretail sales workers	perform project management	72,9
firstline supervisors of nonretail sales workers	interpret automatic call distribution data	72,9
firstline supervisors of nonretail sales workers	create solutions to problems	72,9
firstline supervisors of nonretail sales workers	analyse staff capacity	72,9
firstline supervisors of nonretail sales workers	secure sensitive customer's information	72,9
firstline supervisors of nonretail sales workers	manage business knowledge	72,9
firstline supervisors of nonretail sales workers	present reports	72,9
firstline supervisors of nonretail sales workers	manage ICT project	72,9
firstline supervisors of office and administrative support workers	manage needs for stationery items	31,5
firstline supervisors of office and administrative support workers	manage office appliance requirements	31,5
firstline supervisors of office and administrative support workers	manage administrative systems	31,5
firstline supervisors of office and administrative support workers	perform clerical duties	31,5
firstline supervisors of office and administrative support workers	write work-related reports	31,5
firstline supervisors of office and administrative support workers	manage office facility systems	31,5
firstline supervisors of office and administrative support workers	create a work atmosphere of continuous improvement	31,5
firstline supervisors of office and administrative support workers	use office systems	31,5
firstline supervisors of office and administrative support workers	analyse staff capacity	31,5
firstline supervisors of office and administrative support workers	manage staff	31,5
firstline supervisors of office and administrative support workers	identify improvement actions	31,5
firstline supervisors of office and administrative support workers	give instructions to staff	31,5
firstline supervisors of office and administrative support workers	implement corporate governance	31,5
firstline supervisors of office and administrative support workers	use different communication channels	31,5
firstline supervisors of personal service workers	carry out social work research	31,5
firstline supervisors of personal service workers	show intercultural awareness	31,5
firstline supervisors of personal service workers	influence policy makers on social service issues	31,5
firstline supervisors of personal service workers	manage budgets	31,5
firstline supervisors of personal service workers	perform public relations	31,5
firstline supervisors of personal service workers	establish daily priorities	31,5
firstline supervisors of personal service workers	manage fundraising activities	31,5
firstline supervisors of personal service workers	represent the organisation	31,5
firstline supervisors of personal service workers	use person-centred planning	31,5
firstline supervisors of personal service workers	apply quality standards in social services	31,5
firstline supervisors of personal service workers	evaluate staff performance in social work	31,5
firstline supervisors of personal service workers	promote social awareness	31,5
firstline supervisors of personal service workers	build helping relationship with social service users	31,5
firstline supervisors of personal service workers	analyse community needs	31,5
firstline supervisors of personal service workers	maintain records of work with service users	31,5
firstline supervisors of personal service workers	build business relationships	31,5
firstline supervisors of personal service workers	perform risk analysis	31,5
firstline supervisors of personal service workers	organise operations of residential care services	31,5
firstline supervisors of personal service workers	manage social crisis	31,5
firstline supervisors of personal service workers	evaluate social work program's impact	31,5
firstline supervisors of personal service workers	set organisational policies	31,5
firstline supervisors of personal service workers	deliver social services in diverse cultural communities	31,5
firstline supervisors of personal service workers	communicate with social service users	31,5
firstline supervisors of personal service workers	provide safeguarding to individuals	31,5
firstline supervisors of personal service workers	apply socially just working principles	31,5
firstline supervisors of personal service workers	manage government funding	31,5
firstline supervisors of personal service workers	address problems critically	31,5
firstline supervisors of personal service workers	implement marketing strategies	31,5
firstline supervisors of personal service workers	manage health and safety standards	31,5
firstline supervisors of personal service workers	manage personnel	31,5
firstline supervisors of personal service workers	demonstrate leadership in social service cases	31,5
firstline supervisors of personal service workers	undertake continuous professional development in social work	31,5
firstline supervisors of personal service workers	apply holistic approach within social services	31,5
firstline supervisors of personal service workers	report on social development	31,5
firstline supervisors of personal service workers	coordinate care	31,5
firstline supervisors of personal service workers	cooperate at inter-professional level	31,5
firstline supervisors of personal service workers	relate empathetically	31,5
firstline supervisors of personal service workers	monitor regulations in social services	31,5
firstline supervisors of personal service workers	advocate for social service users	31,5
firstline supervisors of personal service workers	follow health and safety precautions in social care practices	31,5
firstline supervisors of personal service workers	work within communities	31,5
firstline supervisors of personal service workers	promote social change	31,5
firstline supervisors of personal service workers	prevent social problems	31,5
firstline supervisors of personal service workers	communicate professionally with colleagues in other fields	31,5
firstline supervisors of personal service workers	advocate for others	31,5
firstline supervisors of personal service workers	manage budgets for social services programs	31,5
firstline supervisors of personal service workers	apply decision making within social work	31,5
firstline supervisors of personal service workers	review social service plan	31,5
firstline supervisors of personal service workers	manage staff	31,5
firstline supervisors of personal service workers	manage ethical issues within social services	31,5
firstline supervisors of personal service workers	consider economic criteria in decision making	31,5
firstline supervisors of personal service workers	liaise with colleagues	31,5
firstline supervisors of personal service workers	adhere to organisational guidelines	31,5
firstline supervisors of personal service workers	comply with legislation in social services	31,5
firstline supervisors of personal service workers	work in a multicultural environment in health care	31,5
firstline supervisors of police and detectives	handle case evidence	90,1
firstline supervisors of police and detectives	hear witness accounts	90,1
firstline supervisors of police and detectives	conduct research interview	90,1
firstline supervisors of police and detectives	develop investigation strategy	90,1
firstline supervisors of police and detectives	examine crime scenes	90,1
firstline supervisors of police and detectives	analyse legal evidence	90,1
firstline supervisors of police and detectives	maintain operational communications	90,1
firstline supervisors of police and detectives	ensure law application	90,1
firstline supervisors of police and detectives	lead police investigations	90,1
firstline supervisors of police and detectives	form operational strategies for law enforcement	90,1
firstline supervisors of production and operating workers	analyse staff capacity	78,7
firstline supervisors of production and operating workers	set production facilities standards	78,7
firstline supervisors of production and operating workers	follow production schedule	78,7
firstline supervisors of production and operating workers	meet productivity targets	78,7
firstline supervisors of production and operating workers	control production	78,7
firstline supervisors of production and operating workers	monitor production developments	78,7
firstline supervisors of production and operating workers	evaluate employees work	78,7
firstline supervisors of production and operating workers	provide department schedule for staff	78,7
firstline supervisors of production and operating workers	monitor conveyor belt	78,7
firstline supervisors of production and operating workers	ensure safety in the production area	78,7
firstline supervisors of production and operating workers	supervise staff	78,7
firstline supervisors of production and operating workers	ensure correct goods labelling	78,7
firstline supervisors of production and operating workers	enhance production workflow	78,7
firstline supervisors of production and operating workers	adjust production schedule	78,7
firstline supervisors of production and operating workers	communicate schedules to the people concerned	78,7
firstline supervisors of production and operating workers	optimise production	78,7
firstline supervisors of production and operating workers	perform resource planning	78,7
firstline supervisors of production and operating workers	communicate production plan	78,7
firstline supervisors of production and operating workers	liaise with managers	78,7
firstline supervisors of production and operating workers	implement strategic planning	78,7
firstline supervisors of production and operating workers	meet deadlines	78,7
firstline supervisors of production and operating workers	manage workflow processes	78,7
firstline supervisors of production and operating workers	follow company standards	78,7
firstline supervisors of production and operating workers	manage staff	78,7
firstline supervisors of production and operating workers	ensure finished product meet requirements	78,7
firstline supervisors of production and operating workers	oversee quality control	78,7
firstline supervisors of production and operating workers	strive for company growth	78,7
firstline supervisors of production and operating workers	monitor stock level	78,7
firstline supervisors of production and operating workers	report on production results	78,7
firstline supervisors of production and operating workers	ensure equipment availability	78,7
firstline supervisors of production and operating workers	adhere to organisational guidelines	78,7
firstline supervisors of production and operating workers	analyse production processes for improvement	78,7
firstline supervisors of production and operating workers	coordinate communication within a team	78,7
firstline supervisors of production and operating workers	schedule production	78,7
firstline supervisors of production and operating workers	manage budgets	78,7
firstline supervisors of production and operating workers	plan shifts of employees	78,7
firstline supervisors of production and operating workers	plan health and safety procedures	78,7
firstline supervisors of retail sales workers	train employees	54,5
firstline supervisors of retail sales workers	monitor customer service	54,5
firstline supervisors of retail sales workers	manage budgets	54,5
firstline supervisors of retail sales workers	manage staff	54,5
firstline supervisors of retail sales workers	ensure compliance with purchasing and contracting regulations	54,5
firstline supervisors of retail sales workers	provide department schedule for staff	54,5
firstline supervisors of retail sales workers	oversee promotional sales prices	54,5
firstline supervisors of retail sales workers	control of expenses	54,5
firstline supervisors of retail sales workers	recruit employees	54,5
firstline supervisors of retail sales workers	apply company policies	54,5
flight attendants	maintain customer service	18,7
flight attendants	inspect cabin service equipment	18,7
flight attendants	handle veterinary emergencies	18,7
flight attendants	comply with food safety and hygiene	18,7
flight attendants	handle customer complaints	18,7
flight attendants	handle stressful situations	18,7
flight attendants	maintain relationship with customers	18,7
flight attendants	give instructions to staff	18,7
flight attendants	sell souvenirs	18,7
flight attendants	analyse work-related written reports	18,7
flight attendants	manage the customer experience	18,7
flight attendants	execute flight plans	18,7
flight attendants	greet guests	18,7
flight attendants	perform routine flight operations checks	18,7
flight attendants	provide food and beverages	18,7
flight attendants	follow verbal instructions	18,7
flight attendants	prepare flight reports	18,7
flight attendants	deliver outstanding service	18,7
flight attendants	handle financial transactions	18,7
flight attendants	upsell products	18,7
flight attendants	provide first aid	18,7
flight attendants	communicate verbal instructions	18,7
flight attendants	process customer orders	18,7
flight attendants	carry out pre-flight duties	18,7
flight attendants	serve food in table service	18,7
flight attendants	deal with challenging work conditions	18,7
flight attendants	conduct full-scale emergency plan exercises	18,7
food batchmakers	ensure refrigeration of food in the supply chain	37,3
food batchmakers	ensure sanitation	37,3
food batchmakers	support management of raw materials	37,3
food batchmakers	administer ingredients in food production	37,3
food batchmakers	lift heavy weights	37,3
food batchmakers	monitor ingredient storage	37,3
food batchmakers	monitor the production line	37,3
food batchmakers	apply requirements concerning manufacturing of food and beverages	37,3
food batchmakers	be at ease in unsafe environments	37,3
food batchmakers	disassemble equipment	37,3
food batchmakers	keep inventory of goods in production	37,3
food batchmakers	follow production schedule	37,3
food batchmakers	apply GMP	37,3
food batchmakers	clean food and beverage machinery	37,3
food batchmakers	apply HACCP	37,3
food batchmakers	carry out checks of production plant equipment	37,3
food preparation workers	maintain food specifications	40,7
food preparation workers	follow procedures to control substances hazardous to health	40,7
food preparation workers	use different communication channels	40,7
food preparation workers	clean kitchen equipment	40,7
food preparation workers	follow hygienic procedures during food processing	40,7
food preparation workers	comply with food safety and hygiene	40,7
food preparation workers	store raw food materials	40,7
food servers nonrestaurant	adapt to different weather conditions	33,9
food servers nonrestaurant	execute chilling processes to food products	33,9
food servers nonrestaurant	arrange permit for market stall	33,9
food servers nonrestaurant	guarantee customer satisfaction	33,9
food servers nonrestaurant	assist customers	33,9
food servers nonrestaurant	operate cash register	33,9
food servers nonrestaurant	use cooking techniques	33,9
food servers nonrestaurant	operate cash point	33,9
food servers nonrestaurant	process payments	33,9
food servers nonrestaurant	organise product display	33,9
food servers nonrestaurant	maintain work area cleanliness	33,9
food service managers	manage the customer experience	53,5
food service managers	ensure maintenance of kitchen equipment	53,5
food service managers	manage stock rotation	53,5
food service managers	manage restaurant service	53,5
food service managers	design indicators for food waste reduction	53,5
food service managers	comply with food safety and hygiene	53,5
food service managers	monitor customer service	53,5
food service managers	train staff to reduce food waste	53,5
food service managers	maintain customer service	53,5
food service managers	use resource-efficient technologies in hospitality	53,5
food service managers	set prices of menu items	53,5
food service managers	control of expenses	53,5
food service managers	identify customer's needs	53,5
food service managers	monitor financial accounts	53,5
food service managers	ensure portion control	53,5
food service managers	recruit employees	53,5
food service managers	prepare tableware	53,5
food service managers	train employees	53,5
food service managers	identify suppliers	53,5
food service managers	monitor work for special events	53,5
food service managers	order supplies	53,5
food service managers	maximise sales revenues	53,5
food service managers	supervise the work of staff on different shifts	53,5
food service managers	arrange special events	53,5
food service managers	ensure infrastructure accessibility	53,5
food service managers	plan menus	53,5
food service managers	develop food waste reduction strategies	53,5
food service managers	develop inclusive communication material	53,5
food service managers	handle customer complaints	53,5
food service managers	devise special promotions	53,5
food service managers	manage health and safety standards	53,5
food service managers	manage staff	53,5
food service managers	supervise food quality	53,5
fundraisers	liaise with managers	32,8
fundraisers	develop professional network	32,8
fundraisers	strive for company growth	32,8
fundraisers	fix meetings	32,8
fundraisers	create a financial plan	32,8
fundraisers	follow company standards	32,8
fundraisers	manage fundraising activities	32,8
fundraisers	manage staff	32,8
fundraisers	analyse financial performance of a company	32,8
fundraisers	recruit employees	32,8
fundraisers	advise on financial matters	32,8
fundraisers	analyse market financial trends	32,8
fundraisers	enforce financial policies	32,8
fundraisers	develop promotional tools	32,8
fundraisers	plan health and safety procedures	32,8
fundraisers	coordinate events	32,8
fundraisers	perform project management	32,8
fundraisers	perform fundraising activities	32,8
general and operations managers	manage budgets	69,4
general and operations managers	manage staff	69,4
general and operations managers	manage supplies	69,4
general and operations managers	supervise daily information operations	69,4
general and operations managers	ensure equipment maintenance	69,4
general and operations managers	ensure equipment availability	69,4
general and operations managers	establish daily priorities	69,4
general and operations managers	strive for company growth	69,4
general and operations managers	liaise with managers	69,4
general and operations managers	plan health and safety procedures	69,4
general and operations managers	manage logistics	69,4
general and operations managers	follow company standards	69,4
graders and sorters agricultural products	perform food safety checks	35,5
graders and sorters agricultural products	perform food risk analysis	35,5
graders and sorters agricultural products	perform sensory evaluation of food products	35,5
graders and sorters agricultural products	assess nutritional characteristics of food	35,5
graders and sorters agricultural products	work independently in service of a food production process	35,5
graders and sorters agricultural products	ensure correct goods labelling	35,5
graders and sorters agricultural products	work in a food processing team	35,5
graders and sorters agricultural products	apply requirements concerning manufacturing of food and beverages	35,5
graders and sorters agricultural products	manage time in food processing operations	35,5
graders and sorters agricultural products	perform quality audits	35,5
graders and sorters agricultural products	grade foods	35,5
graders and sorters agricultural products	assess quality characteristics of food products	35,5
graders and sorters agricultural products	store raw food materials	35,5
graders and sorters agricultural products	prepare visual data	35,5
graders and sorters agricultural products	keep up-to-date with regulations	35,5
hairdressers hairstylists and cosmetologists	maintain customer service	7,7
hairdressers hairstylists and cosmetologists	communicate with customers	7,7
hairdressers hairstylists and cosmetologists	process payments	7,7
hairdressers hairstylists and cosmetologists	style hair	7,7
hairdressers hairstylists and cosmetologists	dye hair	7,7
hairdressers hairstylists and cosmetologists	satisfy customers	7,7
hairdressers hairstylists and cosmetologists	curl hair	7,7
hairdressers hairstylists and cosmetologists	wash hair	7,7
hairdressers hairstylists and cosmetologists	stay up-to-date with hair style trends	7,7
hairdressers hairstylists and cosmetologists	identify customer's needs	7,7
hairdressers hairstylists and cosmetologists	work ergonomically	7,7
hairdressers hairstylists and cosmetologists	maintain equipment	7,7
hairdressers hairstylists and cosmetologists	use equipment for hair care	7,7
hairdressers hairstylists and cosmetologists	advise on hair style	7,7
heating air conditioning and refrigeration mechanics and installers	operate hot glue gun	98,5
heating air conditioning and refrigeration mechanics and installers	maintain electronic equipment	98,5
heating air conditioning and refrigeration mechanics and installers	resolve equipment malfunctions	98,5
heating air conditioning and refrigeration mechanics and installers	install ventilation equipment	98,5
heating air conditioning and refrigeration mechanics and installers	use testing equipment	98,5
heating air conditioning and refrigeration mechanics and installers	use measurement instruments	98,5
heating air conditioning and refrigeration mechanics and installers	record test data	98,5
heating air conditioning and refrigeration mechanics and installers	apply proofing membranes	98,5
heating air conditioning and refrigeration mechanics and installers	perform maintenance on installed equipment	98,5
heating air conditioning and refrigeration mechanics and installers	consult technical resources	98,5
heating air conditioning and refrigeration mechanics and installers	install heating, ventilation, air conditioning and refrigeration ducts	98,5
heating air conditioning and refrigeration mechanics and installers	operate soldering equipment	98,5
heating air conditioning and refrigeration mechanics and installers	perform test run	98,5
heating air conditioning and refrigeration mechanics and installers	conduct routine machinery checks	98,5
heating air conditioning and refrigeration mechanics and installers	operate welding equipment	98,5
heating air conditioning and refrigeration mechanics and installers	work ergonomically	98,5
heating air conditioning and refrigeration mechanics and installers	install heating boiler	98,5
heating air conditioning and refrigeration mechanics and installers	operate hand drill	98,5
heating air conditioning and refrigeration mechanics and installers	install heating furnace	98,5
heating air conditioning and refrigeration mechanics and installers	maintain electrical equipment	98,5
heating air conditioning and refrigeration mechanics and installers	install electrical and electronic equipment	98,5
helpersproduction workers	clean surfaces	67,4
helpersproduction workers	wear appropriate protective gear	67,4
helpersproduction workers	clean building floors	67,4
helpersproduction workers	supply machine with appropriate tools	67,4
helpersproduction workers	supply machine	67,4
helpersproduction workers	maintain work area cleanliness	67,4
helpersproduction workers	clean equipment	67,4
highway maintenance workers	inspect road signs	96,4
highway maintenance workers	work safely with hot materials	96,4
highway maintenance workers	pave asphalt layers	96,4
highway maintenance workers	perform traffic sign maintenance	96,4
highway maintenance workers	inspect construction supplies	96,4
highway maintenance workers	work ergonomically	96,4
highway maintenance workers	follow health and safety procedures in construction	96,4
highway maintenance workers	transport construction supplies	96,4
highway maintenance workers	guide operation of heavy construction equipment	96,4
highway maintenance workers	use safety equipment in construction	96,4
highway maintenance workers	inspect asphalt	96,4
highway maintenance workers	remove road surface	96,4
home appliance repairers	replace defect components	94,3
home appliance repairers	apply company policies	94,3
home appliance repairers	install electrical household appliances	94,3
home appliance repairers	create solutions to problems	94,3
home appliance repairers	maintain equipment	94,3
home appliance repairers	maintain records of maintenance interventions	94,3
home appliance repairers	repair household appliances	94,3
home appliance repairers	lift heavy weights	94,3
home appliance repairers	use diagnostic tools for electronic repairs	94,3
home appliance repairers	provide customer follow-up services	94,3
home appliance repairers	use repair manuals	94,3
home appliance repairers	provide customer information related to repairs	94,3
home appliance repairers	maintain customer service	94,3
home appliance repairers	perform maintenance on installed equipment	94,3
hotel motel and resort desk clerks	greet guests	25,4
hotel motel and resort desk clerks	maintain relationship with customers	25,4
hotel motel and resort desk clerks	deal with arrivals in accommodation	25,4
hotel motel and resort desk clerks	implement marketing strategies	25,4
hotel motel and resort desk clerks	identify customer's needs	25,4
hotel motel and resort desk clerks	maintain customer records	25,4
hotel motel and resort desk clerks	implement sales strategies	25,4
hotel motel and resort desk clerks	deal with departures in accommodation	25,4
hotel motel and resort desk clerks	explain features in accommodation venue	25,4
hotel motel and resort desk clerks	maintain customer service	25,4
hotel motel and resort desk clerks	handover the service area	25,4
hotel motel and resort desk clerks	handle financial transactions	25,4
hotel motel and resort desk clerks	comply with food safety and hygiene	25,4
hotel motel and resort desk clerks	process booking	25,4
hotel motel and resort desk clerks	provide tourism related information	25,4
hotel motel and resort desk clerks	assist clients with special needs	25,4
hotel motel and resort desk clerks	handle customer complaints	25,4
human resources assistants except payroll and timekeeping	maintain professional administration	18,8
human resources assistants except payroll and timekeeping	communicate by telephone	18,8
human resources assistants except payroll and timekeeping	manage payroll reports	18,8
human resources assistants except payroll and timekeeping	administer appointments	18,8
human resources assistants except payroll and timekeeping	assess character	18,8
human resources assistants except payroll and timekeeping	observe confidentiality	18,8
human resources assistants except payroll and timekeeping	identify with the company's goals	18,8
human resources assistants except payroll and timekeeping	support managers	18,8
human resources assistants except payroll and timekeeping	fix meetings	18,8
human resources assistants except payroll and timekeeping	use communication techniques	18,8
human resources assistants except payroll and timekeeping	listen actively	18,8
human resources assistants except payroll and timekeeping	document interviews	18,8
human resources assistants except payroll and timekeeping	apply company policies	18,8
human resources assistants except payroll and timekeeping	write work-related reports	18,8
human resources assistants except payroll and timekeeping	profile people	18,8
human resources managers	ensure gender equality in the workplace	25,3
human resources managers	identify with the company's goals	25,3
human resources managers	develop employee retention programs	25,3
human resources managers	manage budgets	25,3
human resources managers	organise staff assessment	25,3
human resources managers	manage payroll	25,3
human resources managers	negotiate with employment agencies	25,3
human resources managers	coordinate operational activities	25,3
human resources managers	monitor company policy	25,3
human resources managers	develop training programmes	25,3
human resources managers	comply with legal regulations	25,3
human resources managers	support employability of people with disabilities	25,3
human resources managers	plan medium to long term objectives	25,3
human resources managers	identify necessary human resources	25,3
human resources managers	apply company policies	25,3
human resources managers	promote gender equality in business contexts	25,3
human resources managers	evaluate training	25,3
human resources managers	negotiate employment agreements	25,3
